DATA;VALE5;GOLL4;AMBV4;ITUB4;BBDC4;BVMF3;RAPT4;MYPK3;GOAU4;LLXL3;CSAN3;DOLAR
30/08/2012; 30.42 ; 9.57 ; 73.24 ; 27.57 ; 29.24 ; 10.69 ; 10.34 ; 27.18 ; 21.92 ; 3.05 ; 32.82 ; 2.05
31/08/2012; 31.23 ; 9.70 ; 72.95 ; 27.65 ; 29.33 ; 10.85 ; 10.49 ; 27.65 ; 22.57 ; 3.03 ; 33.71 ; 2.04
03/09/2012; 31.14 ; 9.31 ; 75.36 ; 28.44 ; 29.62 ; 11.21 ; 10.54 ; 27.82 ; 23.88 ; 3.03 ; 34.35 ; 2.03
04/09/2012; 30.23 ; 9.08 ; 73.37 ; 28.61 ; 29.65 ; 11.07 ; 10.40 ; 27.17 ; 23.54 ; 3.06 ; 33.85 ; 2.04
05/09/2012; 30.64 ; 9.08 ; 73.92 ; 28.92 ; 29.80 ; 11.07 ; 10.71 ; 27.28 ; 24.15 ; 3.13 ; 34.58 ; 2.04
06/09/2012; 32.08 ; 9.38 ; 73.68 ; 29.68 ; 30.26 ; 11.09 ; 10.58 ; 28.01 ; 24.51 ; 3.17 ; 34.54 ; 2.04
10/09/2012; 33.04 ; 9.90 ; 74.68 ; 30.29 ; 31.04 ; 11.55 ; 10.97 ; 28.01 ; 25.70 ; 3.13 ; 35.62 ; 2.02
11/09/2012; 33.92 ; 10.36 ; 75.05 ; 30.64 ; 31.46 ; 12.00 ; 11.01 ; 28.37 ; 25.91 ; 3.18 ; 34.69 ; 2.02
12/09/2012; 34.15 ; 10.93 ; 75.37 ; 30.29 ; 31.58 ; 12.14 ; 11.16 ; 28.61 ; 25.87 ; 2.97 ; 34.87 ; 2.02
13/09/2012; 35.10 ; 11.35 ; 74.21 ; 29.57 ; 31.20 ; 12.36 ; 11.51 ; 29.61 ; 25.31 ; 3.02 ; 34.84 ; 2.03
14/09/2012; 35.48 ; 11.37 ; 74.12 ; 29.59 ; 31.18 ; 12.24 ; 11.74 ; 28.83 ; 25.16 ; 3.06 ; 35.72 ; 2.01
17/09/2012; 35.81 ; 11.00 ; 74.55 ; 29.37 ; 31.08 ; 12.13 ; 11.45 ; 28.38 ; 25.40 ; 3.17 ; 35.23 ; 2.03
18/09/2012; 36.00 ; 10.99 ; 75.28 ; 29.54 ; 31.36 ; 12.05 ; 11.66 ; 27.44 ; 25.46 ; 3.16 ; 35.40 ; 2.03
19/09/2012; 35.60 ; 11.37 ; 75.85 ; 29.64 ; 31.17 ; 12.50 ; 11.52 ; 26.38 ; 25.82 ; 3.09 ; 35.52 ; 2.02
20/09/2012; 35.35 ; 11.33 ; 75.72 ; 27.86 ; 29.10 ; 12.29 ; 11.38 ; 26.28 ; 24.75 ; 3.10 ; 35.51 ; 2.03
21/09/2012; 34.54 ; 11.50 ; 75.61 ; 28.00 ; 28.83 ; 12.15 ; 11.47 ; 26.00 ; 25.17 ; 3.06 ; 36.44 ; 2.02
24/09/2012; 34.67 ; 12.17 ; 76.23 ; 27.65 ; 29.20 ; 12.00 ; 11.61 ; 26.43 ; 24.56 ; 3.03 ; 36.51 ; 2.03
25/09/2012; 33.72 ; 11.80 ; 75.56 ; 26.85 ; 28.69 ; 11.71 ; 11.63 ; 26.43 ; 24.15 ; 2.88 ; 36.39 ; 2.03
26/09/2012; 33.83 ; 11.74 ; 77.24 ; 27.27 ; 29.22 ; 11.72 ; 11.97 ; 27.53 ; 24.43 ; 2.92 ; 36.46 ; 2.03
27/09/2012; 33.74 ; 11.85 ; 78.34 ; 27.14 ; 29.25 ; 11.73 ; 11.41 ; 26.53 ; 24.15 ; 2.84 ; 36.56 ; 2.03
28/09/2012; 33.20 ; 11.57 ; 77.91 ; 26.79 ; 28.52 ; 11.76 ; 11.39 ; 26.54 ; 23.88 ; 2.79 ; 36.45 ; 2.03
01/10/2012; 33.17 ; 12.80 ; 79.13 ; 26.83 ; 28.65 ; 11.77 ; 11.49 ; 26.54 ; 23.59 ; 2.83 ; 36.16 ; 2.03
02/10/2012; 33.08 ; 11.40 ; 80.29 ; 27.04 ; 28.51 ; 11.86 ; 11.42 ; 26.78 ; 23.62 ; 2.71 ; 36.80 ; 2.03
03/10/2012; 32.65 ; 11.88 ; 81.88 ; 27.11 ; 28.43 ; 12.09 ; 11.64 ; 26.68 ; 23.77 ; 2.83 ; 36.95 ; 2.03
04/10/2012; 32.96 ; 11.38 ; 79.55 ; 26.44 ; 27.55 ; 11.98 ; 11.46 ; 26.48 ; 24.01 ; 2.79 ; 36.98 ; 2.02
05/10/2012; 32.92 ; 11.24 ; 80.13 ; 25.82 ; 27.34 ; 11.86 ; 11.24 ; 26.59 ; 23.74 ; 2.73 ; 37.10 ; 2.02
08/10/2012; 33.89 ; 11.50 ; 80.47 ; 26.04 ; 27.83 ; 12.31 ; 10.87 ; 26.39 ; 24.12 ; 2.69 ; 37.93 ; 2.03
09/10/2012; 34.15 ; 11.25 ; 81.44 ; 26.18 ; 27.81 ; 12.35 ; 10.71 ; 25.89 ; 23.80 ; 2.71 ; 36.22 ; 2.03
10/10/2012; 33.74 ; 10.93 ; 82.17 ; 26.27 ; 28.27 ; 12.91 ; 10.53 ; 25.36 ; 24.40 ; 2.62 ; 36.46 ; 2.04
11/10/2012; 34.07 ; 10.44 ; 82.77 ; 26.26 ; 28.38 ; 12.84 ; 10.67 ; 24.74 ; 24.26 ; 2.65 ; 36.82 ; 2.04
15/10/2012; 34.08 ; 10.73 ; 83.79 ; 26.19 ; 28.59 ; 12.80 ; 10.73 ; 25.14 ; 23.53 ; 2.58 ; 36.78 ; 2.04
16/10/2012; 34.78 ; 10.50 ; 82.30 ; 25.91 ; 28.51 ; 12.68 ; 10.41 ; 24.84 ; 22.47 ; 2.57 ; 37.00 ; 2.04
17/10/2012; 35.33 ; 10.89 ; 81.71 ; 25.78 ; 27.98 ; 12.81 ; 10.54 ; 24.84 ; 22.45 ; 2.61 ; 37.15 ; 2.03
18/10/2012; 35.15 ; 10.82 ; 81.40 ; 24.96 ; 27.69 ; 12.43 ; 10.44 ; 24.86 ; 22.43 ; 2.59 ; 36.49 ; 2.03
19/10/2012; 34.55 ; 10.60 ; 80.70 ; 25.98 ; 27.90 ; 12.28 ; 10.62 ; 24.82 ; 22.65 ; 2.58 ; 36.21 ; 2.03
22/10/2012; 34.42 ; 10.80 ; 80.65 ; 26.35 ; 28.58 ; 12.61 ; 10.77 ; 24.84 ; 22.62 ; 2.56 ; 36.36 ; 2.03
23/10/2012; 33.61 ; 10.75 ; 80.57 ; 25.99 ; 28.21 ; 12.69 ; 10.82 ; 25.13 ; 22.00 ; 2.46 ; 37.46 ; 2.03
24/10/2012; 33.34 ; 10.42 ; 81.98 ; 26.00 ; 28.22 ; 12.60 ; 10.96 ; 25.04 ; 22.52 ; 2.30 ; 37.54 ; 2.03
25/10/2012; 35.20 ; 10.48 ; 81.54 ; 26.31 ; 28.43 ; 12.64 ; 10.81 ; 24.84 ; 22.70 ; 2.33 ; 38.22 ; 2.03
26/10/2012; 34.96 ; 10.16 ; 81.34 ; 26.09 ; 28.21 ; 12.43 ; 10.62 ; 24.74 ; 22.50 ; 2.27 ; 38.28 ; 2.03
29/10/2012; 35.09 ; 10.10 ; 81.34 ; 27.24 ; 29.25 ; 12.91 ; 10.67 ; 25.06 ; 22.97 ; 2.32 ; 39.16 ; 2.03
30/10/2012; 35.37 ; 10.19 ; 81.91 ; 27.22 ; 29.24 ; 12.62 ; 11.17 ; 25.84 ; 22.62 ; 2.33 ; 39.11 ; 2.03
31/10/2012; 35.35 ; 10.15 ; 81.93 ; 27.47 ; 29.63 ; 13.21 ; 11.55 ; 26.83 ; 23.61 ; 2.45 ; 38.57 ; 2.03
01/11/2012; 36.14 ; 10.09 ; 81.34 ; 26.78 ; 28.93 ; 13.12 ; 11.38 ; 26.42 ; 22.94 ; 2.38 ; 37.83 ; 2.03
05/11/2012; 35.91 ; 10.55 ; 80.26 ; 26.19 ; 28.45 ; 12.73 ; 11.29 ; 25.85 ; 22.88 ; 2.44 ; 38.69 ; 2.04
06/11/2012; 36.17 ; 10.76 ; 79.13 ; 26.20 ; 28.40 ; 12.67 ; 11.05 ; 25.66 ; 22.70 ; 2.40 ; 38.89 ; 2.03
07/11/2012; 35.79 ; 10.80 ; 79.31 ; 26.19 ; 28.21 ; 12.59 ; 10.87 ; 25.42 ; 22.93 ; 2.35 ; 38.44 ; 2.03
08/11/2012; 35.06 ; 10.38 ; 80.56 ; 26.67 ; 28.80 ; 12.49 ; 11.26 ; 25.44 ; 22.74 ; 2.29 ; 38.76 ; 2.04
09/11/2012; 35.33 ; 10.40 ; 79.87 ; 26.30 ; 28.58 ; 12.25 ; 11.20 ; 25.14 ; 22.21 ; 2.18 ; 38.62 ; 2.05
12/11/2012; 35.04 ; 10.21 ; 82.40 ; 26.40 ; 28.90 ; 12.14 ; 11.17 ; 25.04 ; 21.86 ; 2.10 ; 38.34 ; 2.05
13/11/2012; 35.30 ; 10.10 ; 82.37 ; 27.22 ; 29.55 ; 12.27 ; 11.27 ; 25.64 ; 22.40 ; 2.13 ; 39.21 ; 2.06
14/11/2012; 34.65 ; 10.19 ; 83.69 ; 27.55 ; 30.15 ; 11.99 ; 11.22 ; 25.44 ; 22.97 ; 2.01 ; 38.95 ; 2.06
16/11/2012; 33.69 ; 9.65 ; 83.10 ; 27.87 ; 30.47 ; 12.06 ; 11.55 ; 25.44 ; 23.08 ; 1.86 ; 38.69 ; 2.07
19/11/2012; 34.10 ; 9.65 ; 84.34 ; 28.20 ; 30.82 ; 12.13 ; 11.76 ; 25.94 ; 23.79 ; 1.91 ; 39.25 ; 2.07
21/11/2012; 34.46 ; 9.55 ; 83.99 ; 27.68 ; 30.53 ; 12.14 ; 11.29 ; 25.44 ; 23.26 ; 1.88 ; 38.87 ; 2.09
22/11/2012; 34.44 ; 9.68 ; 83.79 ; 27.25 ; 30.07 ; 12.06 ; 11.17 ; 26.11 ; 22.78 ; 1.83 ; 38.92 ; 2.09
23/11/2012; 34.92 ; 9.86 ; 84.59 ; 27.37 ; 29.86 ; 12.26 ; 10.87 ; 25.59 ; 23.18 ; 1.74 ; 38.77 ; 2.10
26/11/2012; 34.74 ; 9.45 ; 84.27 ; 28.07 ; 30.34 ; 12.46 ; 11.10 ; 25.83 ; 23.42 ; 2.22 ; 39.05 ; 2.08
27/11/2012; 34.74 ; 9.42 ; 86.73 ; 28.24 ; 31.30 ; 12.39 ; 11.27 ; 25.55 ; 22.28 ; 2.16 ; 38.61 ; 2.08
28/11/2012; 34.25 ; 9.71 ; 88.20 ; 29.01 ; 31.57 ; 12.69 ; 11.25 ; 26.83 ; 22.16 ; 2.16 ; 38.33 ; 2.09
29/11/2012; 35.59 ; 10.15 ; 86.52 ; 28.70 ; 31.14 ; 12.45 ; 11.56 ; 27.92 ; 22.35 ; 2.13 ; 38.03 ; 2.10
30/11/2012; 35.69 ; 10.25 ; 85.90 ; 28.85 ; 31.64 ; 12.30 ; 12.26 ; 28.62 ; 22.59 ; 2.15 ; 38.13 ; 2.11
03/12/2012; 35.67 ; 10.22 ; 86.43 ; 28.75 ; 30.98 ; 12.17 ; 11.82 ; 28.45 ; 22.52 ; 2.11 ; 38.62 ; 2.11
04/12/2012; 35.06 ; 10.16 ; 85.99 ; 28.80 ; 31.00 ; 12.58 ; 11.60 ; 27.03 ; 23.04 ; 2.18 ; 38.57 ; 2.11
05/12/2012; 35.68 ; 10.30 ; 86.15 ; 28.82 ; 31.41 ; 12.89 ; 11.52 ; 27.63 ; 23.49 ; 2.34 ; 38.72 ; 2.10
06/12/2012; 35.58 ; 10.18 ; 86.58 ; 29.00 ; 31.59 ; 13.32 ; 11.41 ; 26.88 ; 23.41 ; 2.31 ; 38.92 ; 2.08
07/12/2012; 35.90 ; 10.55 ; 86.24 ; 28.89 ; 31.63 ; 13.21 ; 11.10 ; 26.14 ; 23.11 ; 2.23 ; 39.11 ; 2.08
10/12/2012; 36.40 ; 10.51 ; 86.86 ; 28.91 ; 31.86 ; 13.22 ; 10.94 ; 25.98 ; 22.72 ; 2.21 ; 39.01 ; 2.08
11/12/2012; 37.13 ; 10.41 ; 86.24 ; 28.66 ; 31.72 ; 13.27 ; 11.26 ; 25.94 ; 22.52 ; 2.20 ; 39.38 ; 2.07
12/12/2012; 37.32 ; 10.25 ; 86.73 ; 28.75 ; 31.72 ; 12.97 ; 11.56 ; 26.68 ; 22.26 ; 2.23 ; 40.47 ; 2.07
13/12/2012; 37.47 ; 9.96 ; 87.22 ; 28.92 ; 31.74 ; 13.37 ; 11.84 ; 27.33 ; 22.90 ; 2.23 ; 40.78 ; 2.08
14/12/2012; 38.65 ; 10.79 ; 87.42 ; 29.94 ; 32.53 ; 13.80 ; 11.98 ; 27.72 ; 22.60 ; 2.21 ; 41.23 ; 2.08
17/12/2012; 39.20 ; 10.79 ; 84.92 ; 29.80 ; 32.21 ; 13.48 ; 11.86 ; 27.58 ; 22.49 ; 2.33 ; 41.16 ; 2.09
18/12/2012; 39.87 ; 10.87 ; 84.52 ; 30.25 ; 32.59 ; 13.30 ; 11.74 ; 27.56 ; 22.21 ; 2.27 ; 41.13 ; 2.10
19/12/2012; 39.39 ; 11.21 ; 83.74 ; 29.93 ; 31.90 ; 13.52 ; 11.83 ; 27.21 ; 22.33 ; 2.32 ; 41.64 ; 2.08
20/12/2012; 39.68 ; 11.25 ; 84.93 ; 29.44 ; 31.32 ; 13.30 ; 12.00 ; 26.64 ; 22.18 ; 2.35 ; 41.23 ; 2.06
21/12/2012; 39.38 ; 11.25 ; 84.87 ; 29.62 ; 31.52 ; 13.51 ; 12.54 ; 27.31 ; 22.72 ; 2.40 ; 41.03 ; 2.08
26/12/2012; 39.57 ; 13.05 ; 85.22 ; 30.61 ; 32.28 ; 13.61 ; 12.72 ; 28.36 ; 23.62 ; 2.56 ; 41.76 ; 2.06
27/12/2012; 39.67 ; 12.69 ; 86.28 ; 31.52 ; 34.18 ; 13.61 ; 12.57 ; 28.52 ; 23.93 ; 2.61 ; 41.51 ; 2.05
28/12/2012; 39.74 ; 12.90 ; 85.69 ; 31.24 ; 33.58 ; 13.41 ; 12.11 ; 28.13 ; 23.61 ; 2.55 ; 41.38 ; 2.04
02/01/2013; 41.42 ; 12.82 ; 85.74 ; 30.80 ; 33.44 ; 13.30 ; 11.96 ; 26.96 ; 24.01 ; 2.58 ; 41.57 ; 2.04
03/01/2013; 40.93 ; 13.01 ; 85.83 ; 30.92 ; 33.55 ; 13.41 ; 11.81 ; 26.36 ; 23.53 ; 2.51 ; 42.01 ; 2.05
04/01/2013; 40.03 ; 12.57 ; 87.12 ; 31.42 ; 33.98 ; 13.51 ; 11.54 ; 26.50 ; 23.04 ; 2.52 ; 42.10 ; 2.04
07/01/2013; 39.24 ; 12.68 ; 86.58 ; 31.02 ; 33.54 ; 13.50 ; 11.66 ; 26.49 ; 23.01 ; 2.50 ; 41.62 ; 2.03
08/01/2013; 38.99 ; 13.20 ; 86.28 ; 31.10 ; 33.42 ; 13.51 ; 11.83 ; 26.71 ; 22.74 ; 2.51 ; 41.79 ; 2.03
09/01/2013; 39.19 ; 13.40 ; 86.73 ; 31.48 ; 33.97 ; 13.40 ; 12.08 ; 27.32 ; 22.83 ; 2.55 ; 42.25 ; 2.04
10/01/2013; 39.45 ; 13.37 ; 87.87 ; 31.09 ; 33.45 ; 13.07 ; 11.86 ; 26.45 ; 22.57 ; 2.57 ; 42.01 ; 2.04
11/01/2013; 38.44 ; 13.84 ; 89.65 ; 31.37 ; 33.62 ; 12.93 ; 11.96 ; 25.86 ; 22.47 ; 2.46 ; 42.01 ; 2.03
14/01/2013; 38.67 ; 13.62 ; 90.84 ; 31.90 ; 34.17 ; 13.32 ; 11.99 ; 26.06 ; 22.76 ; 2.52 ; 42.09 ; 2.03
15/01/2013; 38.56 ; 13.95 ; 91.11 ; 32.01 ; 34.30 ; 13.43 ; 11.92 ; 26.06 ; 22.45 ; 2.48 ; 42.11 ; 2.04
16/01/2013; 38.58 ; 14.34 ; 90.94 ; 31.78 ; 34.15 ; 13.50 ; 12.01 ; 26.08 ; 22.46 ; 2.49 ; 42.65 ; 2.04
17/01/2013; 38.65 ; 14.72 ; 91.32 ; 32.13 ; 34.43 ; 13.50 ; 11.80 ; 25.81 ; 22.46 ; 2.42 ; 41.70 ; 2.04
18/01/2013; 38.12 ; 14.80 ; 91.29 ; 31.69 ; 33.93 ; 13.42 ; 11.84 ; 25.26 ; 22.57 ; 2.54 ; 42.65 ; 2.04
21/01/2013; 38.07 ; 14.74 ; 91.64 ; 31.72 ; 33.85 ; 13.16 ; 11.53 ; 24.96 ; 22.15 ; 2.44 ; 43.72 ; 2.04
22/01/2013; 38.50 ; 14.54 ; 89.90 ; 30.89 ; 32.81 ; 13.08 ; 11.66 ; 24.94 ; 21.32 ; 2.40 ; 43.97 ; 2.05
23/01/2013; 38.41 ; 14.43 ; 91.81 ; 30.84 ; 32.43 ; 13.43 ; 11.66 ; 25.19 ; 21.77 ; 2.36 ; 44.91 ; 2.04
24/01/2013; 37.56 ; 14.75 ; 92.40 ; 30.26 ; 32.10 ; 13.24 ; 11.61 ; 25.33 ; 21.74 ; 2.25 ; 46.08 ; 2.03
28/01/2013; 36.65 ; 14.38 ; 93.03 ; 30.49 ; 32.82 ; 13.45 ; 11.61 ; 26.06 ; 22.12 ; 2.23 ; 46.19 ; 2.02
29/01/2013; 37.08 ; 15.00 ; 91.76 ; 30.33 ; 32.66 ; 13.83 ; 12.01 ; 27.26 ; 22.06 ; 2.28 ; 46.19 ; 1.99
30/01/2013; 36.26 ; 14.40 ; 92.93 ; 29.62 ; 32.21 ; 13.56 ; 11.84 ; 26.96 ; 21.82 ; 2.20 ; 45.70 ; 1.99
31/01/2013; 37.63 ; 14.49 ; 92.23 ; 30.36 ; 32.18 ; 13.85 ; 11.80 ; 26.71 ; 21.99 ; 2.12 ; 46.29 ; 1.99
01/02/2013; 38.12 ; 14.40 ; 91.69 ; 29.73 ; 31.65 ; 13.39 ; 11.86 ; 27.46 ; 22.08 ; 2.07 ; 45.58 ; 1.98
04/02/2013; 37.68 ; 14.57 ; 91.03 ; 29.54 ; 31.38 ; 13.17 ; 11.45 ; 27.47 ; 21.71 ; 2.04 ; 47.02 ; 1.99
05/02/2013; 37.05 ; 14.66 ; 91.74 ; 30.08 ; 32.00 ; 12.97 ; 11.35 ; 26.95 ; 21.79 ; 2.02 ; 45.94 ; 1.99
06/02/2013; 37.44 ; 14.50 ; 91.24 ; 30.00 ; 31.73 ; 13.17 ; 11.61 ; 26.46 ; 22.17 ; 1.91 ; 45.30 ; 1.99
07/02/2013; 36.43 ; 14.25 ; 90.77 ; 29.85 ; 31.30 ; 13.01 ; 11.86 ; 27.01 ; 22.21 ; 2.04 ; 45.20 ; 1.98
08/02/2013; 36.70 ; 13.80 ; 90.28 ; 31.24 ; 32.69 ; 13.41 ; 11.56 ; 26.46 ; 21.78 ; 2.01 ; 45.70 ; 1.96
13/02/2013; 36.38 ; 14.17 ; 90.05 ; 31.57 ; 33.22 ; 13.27 ; 11.52 ; 27.03 ; 21.04 ; 2.02 ; 45.79 ; 1.97
14/02/2013; 35.74 ; 13.65 ; 91.03 ; 30.96 ; 32.51 ; 13.05 ; 11.47 ; 26.66 ; 20.62 ; 1.93 ; 46.29 ; 1.97
15/02/2013; 35.46 ; 13.28 ; 90.94 ; 30.41 ; 31.77 ; 12.69 ; 11.55 ; 26.06 ; 19.75 ; 1.87 ; 45.35 ; 1.96
18/02/2013; 35.41 ; 13.30 ; 88.92 ; 30.19 ; 31.42 ; 12.50 ; 11.38 ; 25.98 ; 19.99 ; 1.94 ; 45.16 ; 1.97
19/02/2013; 35.09 ; 13.08 ; 89.89 ; 31.17 ; 32.07 ; 12.73 ; 11.32 ; 25.97 ; 20.21 ; 2.01 ; 44.95 ; 1.96
20/02/2013; 33.84 ; 12.78 ; 86.89 ; 31.23 ; 31.99 ; 12.77 ; 11.34 ; 25.81 ; 20.46 ; 1.97 ; 45.01 ; 1.96
21/02/2013; 33.86 ; 12.34 ; 88.02 ; 30.66 ; 31.29 ; 12.80 ; 11.56 ; 25.81 ; 21.23 ; 2.00 ; 44.91 ; 1.97
22/02/2013; 33.16 ; 12.85 ; 85.67 ; 30.78 ; 31.47 ; 12.83 ; 11.29 ; 25.25 ; 20.87 ; 1.99 ; 44.47 ; 1.97
25/02/2013; 33.33 ; 12.42 ; 87.80 ; 31.14 ; 31.75 ; 12.94 ; 11.66 ; 26.01 ; 20.79 ; 2.00 ; 45.85 ; 1.97
26/02/2013; 34.18 ; 12.40 ; 88.40 ; 31.27 ; 32.14 ; 12.70 ; 11.56 ; 26.30 ; 20.11 ; 1.96 ; 45.67 ; 1.98
27/02/2013; 34.47 ; 12.13 ; 88.00 ; 31.14 ; 32.50 ; 12.72 ; 11.60 ; 26.42 ; 20.03 ; 2.17 ; 45.89 ; 1.98
28/02/2013; 35.54 ; 12.57 ; 87.82 ; 31.46 ; 32.58 ; 12.89 ; 11.60 ; 26.80 ; 19.47 ; 2.04 ; 47.16 ; 1.98
01/03/2013; 34.28 ; 12.62 ; 90.14 ; 31.98 ; 32.54 ; 13.52 ; 11.75 ; 27.37 ; 20.14 ; 2.21 ; 47.04 ; 1.98
04/03/2013; 33.11 ; 13.29 ; 88.46 ; 32.19 ; 32.87 ; 13.32 ; 11.77 ; 27.60 ; 19.97 ; 2.44 ; 45.67 ; 1.98
05/03/2013; 32.88 ; 13.45 ; 88.38 ; 33.14 ; 33.35 ; 13.52 ; 11.91 ; 26.81 ; 20.18 ; 2.43 ; 45.61 ; 1.97
06/03/2013; 34.84 ; 13.55 ; 88.20 ; 32.96 ; 33.35 ; 13.60 ; 11.67 ; 26.40 ; 20.26 ; 2.44 ; 45.98 ; 1.97
07/03/2013; 34.57 ; 14.17 ; 87.28 ; 32.47 ; 33.09 ; 13.34 ; 11.70 ; 26.28 ; 19.81 ; 2.57 ; 46.19 ; 1.96
08/03/2013; 33.76 ; 13.40 ; 85.87 ; 32.42 ; 33.19 ; 12.98 ; 11.59 ; 26.25 ; 19.67 ; 2.42 ; 46.61 ; 1.95
11/03/2013; 34.25 ; 13.34 ; 86.65 ; 31.93 ; 33.09 ; 13.22 ; 11.47 ; 25.85 ; 19.32 ; 2.35 ; 46.49 ; 1.96
12/03/2013; 33.69 ; 13.84 ; 84.91 ; 31.96 ; 33.32 ; 13.25 ; 11.40 ; 25.77 ; 18.97 ; 2.40 ; 45.95 ; 1.96
13/03/2013; 32.44 ; 14.30 ; 85.74 ; 32.36 ; 32.73 ; 13.12 ; 11.37 ; 26.00 ; 18.90 ; 2.38 ; 46.57 ; 1.96
14/03/2013; 32.70 ; 14.29 ; 85.50 ; 32.17 ; 32.29 ; 13.21 ; 11.52 ; 25.90 ; 18.66 ; 2.37 ; 45.26 ; 1.97
15/03/2013; 32.66 ; 14.30 ; 85.60 ; 32.45 ; 32.58 ; 12.99 ; 11.77 ; 25.75 ; 18.50 ; 2.23 ; 44.49 ; 1.97
18/03/2013; 32.77 ; 14.58 ; 85.24 ; 32.09 ; 32.28 ; 12.63 ; 11.86 ; 26.04 ; 18.37 ; 2.16 ; 44.82 ; 1.99
19/03/2013; 31.50 ; 14.01 ; 84.68 ; 31.70 ; 32.23 ; 12.72 ; 11.76 ; 25.85 ; 18.60 ; 1.92 ; 43.68 ; 1.98
20/03/2013; 32.14 ; 13.18 ; 83.00 ; 31.44 ; 31.84 ; 12.77 ; 11.65 ; 25.70 ; 18.44 ; 2.02 ; 44.00 ; 1.99
21/03/2013; 32.26 ; 12.84 ; 83.87 ; 31.77 ; 32.28 ; 12.89 ; 11.73 ; 25.71 ; 19.26 ; 2.16 ; 44.86 ; 1.99
22/03/2013; 32.28 ; 12.50 ; 83.69 ; 31.84 ; 32.98 ; 13.02 ; 12.16 ; 25.99 ; 19.24 ; 2.19 ; 45.38 ; 2.01
25/03/2013; 31.74 ; 11.77 ; 84.33 ; 32.33 ; 33.78 ; 13.16 ; 12.45 ; 26.55 ; 19.37 ; 2.10 ; 44.56 ; 2.01
26/03/2013; 32.08 ; 12.13 ; 84.77 ; 31.85 ; 33.44 ; 13.21 ; 12.52 ; 27.12 ; 19.17 ; 2.12 ; 44.73 ; 2.01
27/03/2013; 32.70 ; 11.75 ; 84.30 ; 31.40 ; 33.07 ; 12.94 ; 12.29 ; 26.95 ; 18.60 ; 2.04 ; 43.75 ; 2.02
28/03/2013; 32.32 ; 11.80 ; 82.50 ; 31.29 ; 33.47 ; 13.26 ; 12.27 ; 27.00 ; 18.77 ; 2.10 ; 43.97 ; 2.01
01/04/2013; 31.52 ; 11.73 ; 83.21 ; 30.40 ; 32.98 ; 13.24 ; 12.35 ; 26.79 ; 18.53 ; 2.02 ; 43.94 ; 2.02
02/04/2013; 30.96 ; 10.98 ; 82.90 ; 30.39 ; 32.98 ; 13.23 ; 12.47 ; 26.40 ; 19.09 ; 2.04 ; 43.63 ; 2.02
03/04/2013; 32.77 ; 11.26 ; 82.00 ; 30.37 ; 32.52 ; 13.07 ; 12.59 ; 26.70 ; 18.55 ; 1.93 ; 43.63 ; 2.02
04/04/2013; 31.47 ; 10.86 ; 82.00 ; 31.09 ; 33.38 ; 12.99 ; 12.59 ; 26.31 ; 18.76 ; 2.06 ; 43.97 ; 2.02
05/04/2013; 31.70 ; 11.15 ; 82.72 ; 31.56 ; 34.16 ; 13.40 ; 12.72 ; 26.30 ; 18.60 ; 2.26 ; 44.71 ; 2.00
08/04/2013; 31.80 ; 11.54 ; 81.55 ; 31.67 ; 34.12 ; 13.13 ; 12.77 ; 25.72 ; 18.62 ; 2.25 ; 43.58 ; 1.99
09/04/2013; 33.14 ; 11.21 ; 79.98 ; 31.09 ; 33.86 ; 12.74 ; 12.72 ; 25.34 ; 18.28 ; 2.21 ; 42.83 ; 1.99
10/04/2013; 31.99 ; 11.32 ; 77.40 ; 30.42 ; 32.85 ; 12.64 ; 12.46 ; 23.90 ; 17.73 ; 2.08 ; 41.57 ; 1.98
11/04/2013; 31.51 ; 11.46 ; 79.30 ; 31.18 ; 33.46 ; 12.78 ; 12.73 ; 24.10 ; 18.29 ; 2.08 ; 43.76 ; 1.97
12/04/2013; 32.02 ; 11.58 ; 79.23 ; 30.42 ; 32.23 ; 12.56 ; 12.37 ; 23.16 ; 18.58 ; 1.87 ; 42.75 ; 1.98
15/04/2013; 29.95 ; 11.33 ; 79.60 ; 29.37 ; 31.61 ; 12.68 ; 12.16 ; 23.25 ; 19.20 ; 1.87 ; 44.51 ; 1.98
16/04/2013; 30.78 ; 12.07 ; 80.14 ; 30.02 ; 31.98 ; 12.87 ; 12.36 ; 23.68 ; 19.17 ; 1.95 ; 44.20 ; 1.99
17/04/2013; 30.99 ; 11.55 ; 79.25 ; 29.92 ; 31.98 ; 13.08 ; 12.34 ; 23.22 ; 19.20 ; 1.97 ; 43.87 ; 1.99
18/04/2013; 30.45 ; 12.79 ; 81.35 ; 30.06 ; 32.37 ; 13.23 ; 12.43 ; 23.11 ; 19.47 ; 1.90 ; 45.27 ; 2.02
19/04/2013; 30.65 ; 13.30 ; 79.43 ; 30.27 ; 32.25 ; 13.16 ; 12.53 ; 23.12 ; 19.42 ; 1.90 ; 45.71 ; 2.01
22/04/2013; 31.18 ; 13.00 ; 78.55 ; 30.45 ; 32.08 ; 13.37 ; 12.26 ; 23.13 ; 19.38 ; 1.90 ; 45.69 ; 2.02
23/04/2013; 31.87 ; 12.85 ; 78.20 ; 29.45 ; 31.41 ; 13.35 ; 12.43 ; 23.03 ; 18.97 ; 1.88 ; 45.11 ; 2.02
