RANKING IDHM 2010,CD_GEOCODM,MUNICÍPIO,ESTADO,IDHM 2010,IDHM RENDA 2010,IDHM LONGEVIDADE 2010,IDHM EDUCAÇÃO 2010,MERGE,,MERGE,X,CD_GEOCODM,ESTADO,NM_MUNICIP,Info,lon,lat
2964,354230,REDENÇÃO DA SERRA,SP,"0,657","0,633","0,799","0,560",SP-REDENÇÃO DA SERRA,1,SP-REDENÇÃO DA SERRA,3741,354230, SP,REDENÇÃO DA SERRA,REDENÇÃO DA SERRA,-62.1688572,-12.607055
249,354240,REGENTE FEIJÓ,SP,"0,768","0,735","0,818","0,752",SP-REGENTE FEIJÓ,1,SP-REGENTE FEIJÓ,3742,354240, SP,REGENTE FEIJÓ,REGENTE FEIJÓ,-62.1688572,-12.607055
1081,354250,REGINÓPOLIS,SP,"0,728","0,715","0,817","0,660",SP-REGINÓPOLIS,1,SP-REGINÓPOLIS,3743,354250, SP,REGINÓPOLIS,REGINÓPOLIS,-62.1688572,-12.607055
467,354260,REGISTRO,SP,"0,754","0,718","0,851","0,702",SP-REGISTRO,1,SP-REGISTRO,3744,354260, SP,REGISTRO,REGISTRO,-62.1688572,-12.607055
1756,354270,RESTINGA,SP,"0,705","0,664","0,826","0,639",SP-RESTINGA,1,SP-RESTINGA,3745,354270, SP,RESTINGA,RESTINGA,-62.1688572,-12.607055
1969,354280,RIBEIRA,SP,"0,698","0,635","0,797","0,673",SP-RIBEIRA,1,SP-RIBEIRA,3746,354280, SP,RIBEIRA,RIBEIRA,-62.1688572,-12.607055
1546,354290,RIBEIRÃO BONITO,SP,"0,712","0,712","0,811","0,625",SP-RIBEIRÃO BONITO,1,SP-RIBEIRÃO BONITO,3747,354290, SP,RIBEIRÃO BONITO,RIBEIRÃO BONITO,-62.1688572,-12.607055
3312,354300,RIBEIRÃO BRANCO,SP,"0,639","0,592","0,797","0,553",SP-RIBEIRÃO BRANCO,1,SP-RIBEIRÃO BRANCO,3748,354300, SP,RIBEIRÃO BRANCO,RIBEIRÃO BRANCO,-62.1688572,-12.607055
1574,354310,RIBEIRÃO CORRENTE,SP,"0,711","0,688","0,814","0,642",SP-RIBEIRÃO CORRENTE,1,SP-RIBEIRÃO CORRENTE,3749,354310, SP,RIBEIRÃO CORRENTE,RIBEIRÃO CORRENTE,-62.1688572,-12.607055
599,354320,RIBEIRÃO DO SUL,SP,"0,747","0,753","0,818","0,676",SP-RIBEIRÃO DO SUL,1,SP-RIBEIRÃO DO SUL,3750,354320, SP,RIBEIRÃO DO SUL,RIBEIRÃO DO SUL,-62.1688572,-12.607055
1266,354323,RIBEIRÃO DOS ÍNDIOS,SP,"0,721","0,661","0,809","0,701",SP-RIBEIRÃO DOS ÍNDIOS,1,SP-RIBEIRÃO DOS ÍNDIOS,3751,354323, SP,RIBEIRÃO DOS ÍNDIOS,RIBEIRÃO DOS ÍNDIOS,-62.1688572,-12.607055
1756,354325,RIBEIRÃO GRANDE,SP,"0,705","0,643","0,807","0,676",SP-RIBEIRÃO GRANDE,1,SP-RIBEIRÃO GRANDE,3752,354325, SP,RIBEIRÃO GRANDE,RIBEIRÃO GRANDE,-62.1688572,-12.607055
100,354330,RIBEIRÃO PIRES,SP,"0,784","0,749","0,847","0,760",SP-RIBEIRÃO PIRES,1,SP-RIBEIRÃO PIRES,3753,354330, SP,RIBEIRÃO PIRES,RIBEIRÃO PIRES,-62.1688572,-12.607055
40,354340,RIBEIRÃO PRETO,SP,"0,800","0,820","0,844","0,739",SP-RIBEIRÃO PRETO,1,SP-RIBEIRÃO PRETO,3754,354340, SP,RIBEIRÃO PRETO,RIBEIRÃO PRETO,-62.1688572,-12.607055
764,354360,RIFAINA,SP,"0,740","0,713","0,824","0,690",SP-RIFAINA,1,SP-RIFAINA,3756,354360, SP,RIFAINA,RIFAINA,-62.1688572,-12.607055
920,354370,RINCÃO,SP,"0,734","0,701","0,826","0,682",SP-RINCÃO,1,SP-RINCÃO,3757,354370, SP,RINCÃO,RINCÃO,-62.1688572,-12.607055
1217,354380,RINÓPOLIS,SP,"0,723","0,696","0,843","0,644",SP-RINÓPOLIS,1,SP-RINÓPOLIS,3758,354380, SP,RINÓPOLIS,RINÓPOLIS,-62.1688572,-12.607055
34,354390,RIO CLARO,SP,"0,803","0,784","0,862","0,766",SP-RIO CLARO,1,SP-RIO CLARO,3759,354390, SP,RIO CLARO,RIO CLARO,-62.1688572,-12.607055
383,354400,RIO DAS PEDRAS,SP,"0,759","0,741","0,842","0,700",SP-RIO DAS PEDRAS,1,SP-RIO DAS PEDRAS,3760,354400, SP,RIO DAS PEDRAS,RIO DAS PEDRAS,-62.1688572,-12.607055
562,354410,RIO GRANDE DA SERRA,SP,"0,749","0,684","0,823","0,745",SP-RIO GRANDE DA SERRA,1,SP-RIO GRANDE DA SERRA,3761,354410, SP,RIO GRANDE DA SERRA,RIO GRANDE DA SERRA,-62.1688572,-12.607055
1811,354420,RIOLÂNDIA,SP,"0,703","0,677","0,817","0,629",SP-RIOLÂNDIA,1,SP-RIOLÂNDIA,3762,354420, SP,RIOLÂNDIA,RIOLÂNDIA,-62.1688572,-12.607055
2802,354350,RIVERSUL,SP,"0,664","0,634","0,799","0,577",SP-RIVERSUL,1,SP-RIVERSUL,3755,354350, SP,RIVERSUL,RIVERSUL,-62.1688572,-12.607055
304,354425,ROSANA,SP,"0,764","0,749","0,818","0,728",SP-ROSANA,1,SP-ROSANA,3763,354425, SP,ROSANA,ROSANA,-62.1688572,-12.607055
850,354430,ROSEIRA,SP,"0,737","0,691","0,823","0,704",SP-ROSEIRA,1,SP-ROSEIRA,3764,354430, SP,ROSEIRA,ROSEIRA,-62.1688572,-12.607055
1266,354440,RUBIÁCEA,SP,"0,721","0,684","0,820","0,668",SP-RUBIÁCEA,1,SP-RUBIÁCEA,3765,354440, SP,RUBIÁCEA,RUBIÁCEA,-62.1688572,-12.607055
383,354450,RUBINÉIA,SP,"0,759","0,713","0,844","0,726",SP-RUBINÉIA,1,SP-RUBINÉIA,3766,354450, SP,RUBINÉIA,RUBINÉIA,-62.1688572,-12.607055
1081,354460,SABINO,SP,"0,728","0,708","0,813","0,671",SP-SABINO,1,SP-SABINO,3767,354460, SP,SABINO,SABINO,-62.1688572,-12.607055
1021,354470,SAGRES,SP,"0,730","0,692","0,830","0,677",SP-SAGRES,1,SP-SAGRES,3768,354470, SP,SAGRES,SAGRES,-62.1688572,-12.607055
526,354480,SALES,SP,"0,751","0,708","0,859","0,697",SP-SALES,1,SP-SALES,3769,354480, SP,SALES,SALES,-62.1688572,-12.607055
210,354490,SALES OLIVEIRA,SP,"0,772","0,738","0,845","0,739",SP-SALES OLIVEIRA,1,SP-SALES OLIVEIRA,3770,354490, SP,SALES OLIVEIRA,SALES OLIVEIRA,-62.1688572,-12.607055
965,354500,SALESÓPOLIS,SP,"0,732","0,687","0,829","0,690",SP-SALESÓPOLIS,1,SP-SALESÓPOLIS,3771,354500, SP,SALESÓPOLIS,SALESÓPOLIS,-62.1688572,-12.607055
1331,354510,SALMOURÃO,SP,"0,719","0,678","0,846","0,649",SP-SALMOURÃO,1,SP-SALMOURÃO,3772,354510, SP,SALMOURÃO,SALMOURÃO,-62.1688572,-12.607055
62,354515,SALTINHO,SP,"0,791","0,771","0,857","0,750",SP-SALTINHO,1,SP-SALTINHO,3773,354515, SP,SALTINHO,SALTINHO,-62.1688572,-12.607055
128,354520,SALTO,SP,"0,780","0,755","0,837","0,751",SP-SALTO,1,SP-SALTO,3774,354520, SP,SALTO,SALTO,-62.1688572,-12.607055
1052,354530,SALTO DE PIRAPORA,SP,"0,729","0,699","0,834","0,665",SP-SALTO DE PIRAPORA,1,SP-SALTO DE PIRAPORA,3775,354530, SP,SALTO DE PIRAPORA,SALTO DE PIRAPORA,-62.1688572,-12.607055
1776,354540,SALTO GRANDE,SP,"0,704","0,664","0,825","0,637",SP-SALTO GRANDE,1,SP-SALTO GRANDE,3776,354540, SP,SALTO GRANDE,SALTO GRANDE,-62.1688572,-12.607055
1638,354550,SANDOVALINA,SP,"0,709","0,665","0,812","0,659",SP-SANDOVALINA,1,SP-SANDOVALINA,3777,354550, SP,SANDOVALINA,SANDOVALINA,-62.1688572,-12.607055
366,354560,SANTA ADÉLIA,SP,"0,760","0,750","0,835","0,702",SP-SANTA ADÉLIA,1,SP-SANTA ADÉLIA,3778,354560, SP,SANTA ADÉLIA,SANTA ADÉLIA,-62.1688572,-12.607055
1081,354570,SANTA ALBERTINA,SP,"0,728","0,716","0,809","0,665",SP-SANTA ALBERTINA,1,SP-SANTA ALBERTINA,3779,354570, SP,SANTA ALBERTINA,SANTA ALBERTINA,-62.1688572,-12.607055
119,354580,SANTA BÁRBARA D'OESTE,SP,"0,781","0,752","0,867","0,731",SP-SANTA BÁRBARA D'OESTE,1,SP-SANTA BÁRBARA D'OESTE,3780,354580, SP,SANTA BÁRBARA D'OESTE,SANTA BÁRBARA D'OESTE,-62.1688572,-12.607055
897,354600,SANTA BRANCA,SP,"0,735","0,706","0,828","0,678",SP-SANTA BRANCA,1,SP-SANTA BRANCA,3781,354600, SP,SANTA BRANCA,SANTA BRANCA,-62.1688572,-12.607055
940,354610,SANTA CLARA D'OESTE,SP,"0,733","0,712","0,804","0,687",SP-SANTA CLARA D'OESTE,1,SP-SANTA CLARA D'OESTE,3782,354610, SP,SANTA CLARA D'OESTE,SANTA CLARA D'OESTE,-62.1688572,-12.607055
67,354620,SANTA CRUZ DA CONCEIÇÃO,SP,"0,790","0,830","0,876","0,679",SP-SANTA CRUZ DA CONCEIÇÃO,1,SP-SANTA CRUZ DA CONCEIÇÃO,3783,354620, SP,SANTA CRUZ DA CONCEIÇÃO,SANTA CRUZ DA CONCEIÇÃO,-62.1688572,-12.607055
695,354625,SANTA CRUZ DA ESPERANÇA,SP,"0,743","0,719","0,832","0,686",SP-SANTA CRUZ DA ESPERANÇA,1,SP-SANTA CRUZ DA ESPERANÇA,3784,354625, SP,SANTA CRUZ DA ESPERANÇA,SANTA CRUZ DA ESPERANÇA,-62.1688572,-12.607055
1081,354630,SANTA CRUZ DAS PALMEIRAS,SP,"0,728","0,746","0,815","0,635",SP-SANTA CRUZ DAS PALMEIRAS,1,SP-SANTA CRUZ DAS PALMEIRAS,3785,354630, SP,SANTA CRUZ DAS PALMEIRAS,SANTA CRUZ DAS PALMEIRAS,-62.1688572,-12.607055
335,354640,SANTA CRUZ DO RIO PARDO,SP,"0,762","0,744","0,867","0,686",SP-SANTA CRUZ DO RIO PARDO,1,SP-SANTA CRUZ DO RIO PARDO,3786,354640, SP,SANTA CRUZ DO RIO PARDO,SANTA CRUZ DO RIO PARDO,-62.1688572,-12.607055
823,354650,SANTA ERNESTINA,SP,"0,738","0,716","0,802","0,699",SP-SANTA ERNESTINA,1,SP-SANTA ERNESTINA,3787,354650, SP,SANTA ERNESTINA,SANTA ERNESTINA,-62.1688572,-12.607055
100,354660,SANTA FÉ DO SUL,SP,"0,784","0,763","0,840","0,751",SP-SANTA FÉ DO SUL,1,SP-SANTA FÉ DO SUL,3788,354660, SP,SANTA FÉ DO SUL,SANTA FÉ DO SUL,-62.1688572,-12.607055
850,354670,SANTA GERTRUDES,SP,"0,737","0,723","0,847","0,654",SP-SANTA GERTRUDES,1,SP-SANTA GERTRUDES,3789,354670, SP,SANTA GERTRUDES,SANTA GERTRUDES,-62.1688572,-12.607055
823,354680,SANTA ISABEL,SP,"0,738","0,700","0,834","0,689",SP-SANTA ISABEL,1,SP-SANTA ISABEL,3790,354680, SP,SANTA ISABEL,SANTA ISABEL,-62.1688572,-12.607055
850,354690,SANTA LÚCIA,SP,"0,737","0,696","0,818","0,703",SP-SANTA LÚCIA,1,SP-SANTA LÚCIA,3791,354690, SP,SANTA LÚCIA,SANTA LÚCIA,-62.1688572,-12.607055
2282,354700,SANTA MARIA DA SERRA,SP,"0,686","0,688","0,820","0,571",SP-SANTA MARIA DA SERRA,1,SP-SANTA MARIA DA SERRA,3792,354700, SP,SANTA MARIA DA SERRA,SANTA MARIA DA SERRA,-62.1688572,-12.607055
795,354710,SANTA MERCEDES,SP,"0,739","0,683","0,847","0,699",SP-SANTA MERCEDES,1,SP-SANTA MERCEDES,3793,354710, SP,SANTA MERCEDES,SANTA MERCEDES,-62.1688572,-12.607055
178,354750,SANTA RITA DO PASSA QUATRO,SP,"0,775","0,764","0,887","0,686",SP-SANTA RITA DO PASSA QUATRO,1,SP-SANTA RITA DO PASSA QUATRO,3797,354750, SP,SANTA RITA DO PASSA QUATRO,SANTA RITA DO PASSA QUATRO,-62.1688572,-12.607055
350,354740,SANTA RITA D'OESTE,SP,"0,761","0,711","0,839","0,740",SP-SANTA RITA D'OESTE,1,SP-SANTA RITA D'OESTE,3796,354740, SP,SANTA RITA D'OESTE,SANTA RITA D'OESTE,-62.1688572,-12.607055
227,354760,SANTA ROSA DE VITERBO,SP,"0,770","0,746","0,868","0,704",SP-SANTA ROSA DE VITERBO,1,SP-SANTA ROSA DE VITERBO,3798,354760, SP,SANTA ROSA DE VITERBO,SANTA ROSA DE VITERBO,-62.1688572,-12.607055
210,354765,SANTA SALETE,SP,"0,772","0,712","0,864","0,748",SP-SANTA SALETE,1,SP-SANTA SALETE,3799,354765, SP,SANTA SALETE,SANTA SALETE,-62.1688572,-12.607055
197,354720,SANTANA DA PONTE PENSA,SP,"0,773","0,751","0,840","0,733",SP-SANTANA DA PONTE PENSA,1,SP-SANTANA DA PONTE PENSA,3794,354720, SP,SANTANA DA PONTE PENSA,SANTANA DA PONTE PENSA,-62.1688572,-12.607055
16,354730,SANTANA DE PARNAÍBA,SP,"0,814","0,876","0,849","0,725",SP-SANTANA DE PARNAÍBA,1,SP-SANTANA DE PARNAÍBA,3795,354730, SP,SANTANA DE PARNAÍBA,SANTANA DE PARNAÍBA,-62.1688572,-12.607055
488,354770,SANTO ANASTÁCIO,SP,"0,753","0,725","0,854","0,689",SP-SANTO ANASTÁCIO,1,SP-SANTO ANASTÁCIO,3800,354770, SP,SANTO ANASTÁCIO,SANTO ANASTÁCIO,-62.1688572,-12.607055
14,354780,SANTO ANDRÉ,SP,"0,815","0,819","0,861","0,769",SP-SANTO ANDRÉ,1,SP-SANTO ANDRÉ,3801,354780, SP,SANTO ANDRÉ,SANTO ANDRÉ,-62.1688572,-12.607055
1842,354790,SANTO ANTÔNIO DA ALEGRIA,SP,"0,702","0,690","0,830","0,604",SP-SANTO ANTÔNIO DA ALEGRIA,1,SP-SANTO ANTÔNIO DA ALEGRIA,3802,354790, SP,SANTO ANTÔNIO DA ALEGRIA,SANTO ANTÔNIO DA ALEGRIA,-62.1688572,-12.607055
1842,354800,SANTO ANTÔNIO DE POSSE,SP,"0,702","0,718","0,838","0,576",SP-SANTO ANTÔNIO DE POSSE,1,SP-SANTO ANTÔNIO DE POSSE,3803,354800, SP,SANTO ANTÔNIO DE POSSE,SANTO ANTÔNIO DE POSSE,-62.1688572,-12.607055
420,354805,SANTO ANTÔNIO DO ARACANGUÁ,SP,"0,757","0,710","0,840","0,728",SP-SANTO ANTÔNIO DO ARACANGUÁ,1,SP-SANTO ANTÔNIO DO ARACANGUÁ,3804,354805, SP,SANTO ANTÔNIO DO ARACANGUÁ,SANTO ANTÔNIO DO ARACANGUÁ,-62.1688572,-12.607055
1486,354810,SANTO ANTÔNIO DO JARDIM,SP,"0,714","0,703","0,835","0,620",SP-SANTO ANTÔNIO DO JARDIM,1,SP-SANTO ANTÔNIO DO JARDIM,3805,354810, SP,SANTO ANTÔNIO DO JARDIM,SANTO ANTÔNIO DO JARDIM,-62.1688572,-12.607055
1720,354820,SANTO ANTÔNIO DO PINHAL,SP,"0,706","0,685","0,812","0,632",SP-SANTO ANTÔNIO DO PINHAL,1,SP-SANTO ANTÔNIO DO PINHAL,3806,354820, SP,SANTO ANTÔNIO DO PINHAL,SANTO ANTÔNIO DO PINHAL,-62.1688572,-12.607055
965,354830,SANTO EXPEDITO,SP,"0,732","0,664","0,828","0,714",SP-SANTO EXPEDITO,1,SP-SANTO EXPEDITO,3807,354830, SP,SANTO EXPEDITO,SANTO EXPEDITO,-62.1688572,-12.607055
764,354840,SANTÓPOLIS DO AGUAPEÍ,SP,"0,740","0,680","0,830","0,719",SP-SANTÓPOLIS DO AGUAPEÍ,1,SP-SANTÓPOLIS DO AGUAPEÍ,3808,354840, SP,SANTÓPOLIS DO AGUAPEÍ,SANTÓPOLIS DO AGUAPEÍ,-62.1688572,-12.607055
6,354850,SANTOS,SP,"0,840","0,861","0,852","0,807",SP-SANTOS,1,SP-SANTOS,3809,354850, SP,SANTOS,SANTOS,-62.1688572,-12.607055
1301,354860,SÃO BENTO DO SAPUCAÍ,SP,"0,720","0,719","0,812","0,638",SP-SÃO BENTO DO SAPUCAÍ,1,SP-SÃO BENTO DO SAPUCAÍ,3810,354860, SP,SÃO BENTO DO SAPUCAÍ,SÃO BENTO DO SAPUCAÍ,-62.1688572,-12.607055
28,354870,SÃO BERNARDO DO CAMPO,SP,"0,805","0,807","0,861","0,752",SP-SÃO BERNARDO DO CAMPO,1,SP-SÃO BERNARDO DO CAMPO,3811,354870, SP,SÃO BERNARDO DO CAMPO,SÃO BERNARDO DO CAMPO,-62.1688572,-12.607055
1,354880,SÃO CAETANO DO SUL,SP,"0,862","0,891","0,887","0,811",SP-SÃO CAETANO DO SUL,1,SP-SÃO CAETANO DO SUL,3812,354880, SP,SÃO CAETANO DO SUL,SÃO CAETANO DO SUL,-62.1688572,-12.607055
28,354890,SÃO CARLOS,SP,"0,805","0,788","0,863","0,766",SP-SÃO CARLOS,1,SP-SÃO CARLOS,3813,354890, SP,SÃO CARLOS,SÃO CARLOS,-62.1688572,-12.607055
1217,354900,SÃO FRANCISCO,SP,"0,723","0,705","0,814","0,658",SP-SÃO FRANCISCO,1,SP-SÃO FRANCISCO,3814,354900, SP,SÃO FRANCISCO,SÃO FRANCISCO,-62.1688572,-12.607055
50,354910,SÃO JOÃO DA BOA VISTA,SP,"0,797","0,776","0,871","0,749",SP-SÃO JOÃO DA BOA VISTA,1,SP-SÃO JOÃO DA BOA VISTA,3815,354910, SP,SÃO JOÃO DA BOA VISTA,SÃO JOÃO DA BOA VISTA,-62.1688572,-12.607055
1301,354920,SÃO JOÃO DAS DUAS PONTES,SP,"0,720","0,675","0,806","0,686",SP-SÃO JOÃO DAS DUAS PONTES,1,SP-SÃO JOÃO DAS DUAS PONTES,3816,354920, SP,SÃO JOÃO DAS DUAS PONTES,SÃO JOÃO DAS DUAS PONTES,-62.1688572,-12.607055
583,354925,SÃO JOÃO DE IRACEMA,SP,"0,748","0,682","0,833","0,738",SP-SÃO JOÃO DE IRACEMA,1,SP-SÃO JOÃO DE IRACEMA,3817,354925, SP,SÃO JOÃO DE IRACEMA,SÃO JOÃO DE IRACEMA,-62.1688572,-12.607055
551,354930,SÃO JOÃO DO PAU D'ALHO,SP,"0,750","0,714","0,854","0,692",SP-SÃO JOÃO DO PAU D'ALHO,1,SP-SÃO JOÃO DO PAU D'ALHO,3818,354930, SP,SÃO JOÃO DO PAU D'ALHO,SÃO JOÃO DO PAU D'ALHO,-62.1688572,-12.607055
335,354940,SÃO JOAQUIM DA BARRA,SP,"0,762","0,740","0,847","0,706",SP-SÃO JOAQUIM DA BARRA,1,SP-SÃO JOAQUIM DA BARRA,3819,354940, SP,SÃO JOAQUIM DA BARRA,SÃO JOAQUIM DA BARRA,-62.1688572,-12.607055
2105,354950,SÃO JOSÉ DA BELA VISTA,SP,"0,693","0,679","0,844","0,580",SP-SÃO JOSÉ DA BELA VISTA,1,SP-SÃO JOSÉ DA BELA VISTA,3820,354950, SP,SÃO JOSÉ DA BELA VISTA,SÃO JOSÉ DA BELA VISTA,-62.1688572,-12.607055
2332,354960,SÃO JOSÉ DO BARREIRO,SP,"0,684","0,666","0,813","0,591",SP-SÃO JOSÉ DO BARREIRO,1,SP-SÃO JOSÉ DO BARREIRO,3821,354960, SP,SÃO JOSÉ DO BARREIRO,SÃO JOSÉ DO BARREIRO,-62.1688572,-12.607055
185,354970,SÃO JOSÉ DO RIO PARDO,SP,"0,774","0,744","0,868","0,717",SP-SÃO JOSÉ DO RIO PARDO,1,SP-SÃO JOSÉ DO RIO PARDO,3822,354970, SP,SÃO JOSÉ DO RIO PARDO,SÃO JOSÉ DO RIO PARDO,-62.1688572,-12.607055
50,354980,SÃO JOSÉ DO RIO PRETO,SP,"0,797","0,801","0,846","0,748",SP-SÃO JOSÉ DO RIO PRETO,1,SP-SÃO JOSÉ DO RIO PRETO,3823,354980, SP,SÃO JOSÉ DO RIO PRETO,SÃO JOSÉ DO RIO PRETO,-62.1688572,-12.607055
24,354990,SÃO JOSÉ DOS CAMPOS,SP,"0,807","0,804","0,855","0,764",SP-SÃO JOSÉ DOS CAMPOS,1,SP-SÃO JOSÉ DOS CAMPOS,3824,354990, SP,SÃO JOSÉ DOS CAMPOS,SÃO JOSÉ DOS CAMPOS,-62.1688572,-12.607055
1081,354995,SÃO LOURENÇO DA SERRA,SP,"0,728","0,704","0,823","0,666",SP-SÃO LOURENÇO DA SERRA,1,SP-SÃO LOURENÇO DA SERRA,3825,354995, SP,SÃO LOURENÇO DA SERRA,SÃO LOURENÇO DA SERRA,-62.1688572,-12.607055
1995,355000,SÃO LUÍS DO PARAITINGA,SP,"0,697","0,691","0,826","0,593",SP-SÃO LUÍS DO PARAITINGA,1,SP-SÃO LUÍS DO PARAITINGA,3826,355000, SP,SÃO LUÍS DO PARAITINGA,SÃO LUÍS DO PARAITINGA,-62.1688572,-12.607055
667,355010,SÃO MANUEL,SP,"0,744","0,735","0,805","0,695",SP-SÃO MANUEL,1,SP-SÃO MANUEL,3827,355010, SP,SÃO MANUEL,SÃO MANUEL,-62.1688572,-12.607055
1595,355020,SÃO MIGUEL ARCANJO,SP,"0,710","0,708","0,799","0,633",SP-SÃO MIGUEL ARCANJO,1,SP-SÃO MIGUEL ARCANJO,3828,355020, SP,SÃO MIGUEL ARCANJO,SÃO MIGUEL ARCANJO,-62.1688572,-12.607055
28,355030,SÃO PAULO,SP,"0,805","0,843","0,855","0,725",SP-SÃO PAULO,1,SP-SÃO PAULO,3829,355030, SP,SÃO PAULO,SÃO PAULO,-62.1688572,-12.607055
453,355040,SÃO PEDRO,SP,"0,755","0,741","0,863","0,674",SP-SÃO PEDRO,1,SP-SÃO PEDRO,3830,355040, SP,SÃO PEDRO,SÃO PEDRO,-62.1688572,-12.607055
1811,355050,SÃO PEDRO DO TURVO,SP,"0,703","0,661","0,826","0,636",SP-SÃO PEDRO DO TURVO,1,SP-SÃO PEDRO DO TURVO,3831,355050, SP,SÃO PEDRO DO TURVO,SÃO PEDRO DO TURVO,-62.1688572,-12.607055
249,355060,SÃO ROQUE,SP,"0,768","0,765","0,863","0,687",SP-SÃO ROQUE,1,SP-SÃO ROQUE,3832,355060, SP,SÃO ROQUE,SÃO ROQUE,-62.1688572,-12.607055
210,355070,SÃO SEBASTIÃO,SP,"0,772","0,747","0,875","0,703",SP-SÃO SEBASTIÃO,1,SP-SÃO SEBASTIÃO,3833,355070, SP,SÃO SEBASTIÃO,SÃO SEBASTIÃO,-62.1688572,-12.607055
1866,355080,SÃO SEBASTIÃO DA GRAMA,SP,"0,701","0,689","0,820","0,609",SP-SÃO SEBASTIÃO DA GRAMA,1,SP-SÃO SEBASTIÃO DA GRAMA,3834,355080, SP,SÃO SEBASTIÃO DA GRAMA,SÃO SEBASTIÃO DA GRAMA,-62.1688572,-12.607055
274,355090,SÃO SIMÃO,SP,"0,766","0,732","0,852","0,722",SP-SÃO SIMÃO,1,SP-SÃO SIMÃO,3835,355090, SP,SÃO SIMÃO,SÃO SIMÃO,-62.1688572,-12.607055
249,355100,SÃO VICENTE,SP,"0,768","0,738","0,857","0,716",SP-SÃO VICENTE,1,SP-SÃO VICENTE,3836,355100, SP,SÃO VICENTE,SÃO VICENTE,-62.1688572,-12.607055
1696,355110,SARAPUÍ,SP,"0,707","0,699","0,814","0,621",SP-SARAPUÍ,1,SP-SARAPUÍ,3837,355110, SP,SARAPUÍ,SARAPUÍ,-62.1688572,-12.607055
2224,355120,SARUTAIÁ,SP,"0,688","0,679","0,794","0,603",SP-SARUTAIÁ,1,SP-SARUTAIÁ,3838,355120, SP,SARUTAIÁ,SARUTAIÁ,-62.1688572,-12.607055
197,355130,SEBASTIANÓPOLIS DO SUL,SP,"0,773","0,748","0,835","0,740",SP-SEBASTIANÓPOLIS DO SUL,1,SP-SEBASTIANÓPOLIS DO SUL,3839,355130, SP,SEBASTIANÓPOLIS DO SUL,SEBASTIANÓPOLIS DO SUL,-62.1688572,-12.607055
2282,355140,SERRA AZUL,SP,"0,686","0,697","0,810","0,572",SP-SERRA AZUL,1,SP-SERRA AZUL,3840,355140, SP,SERRA AZUL,SERRA AZUL,-62.1688572,-12.607055
265,355160,SERRA NEGRA,SP,"0,767","0,764","0,873","0,676",SP-SERRA NEGRA,1,SP-SERRA NEGRA,3842,355160, SP,SERRA NEGRA,SERRA NEGRA,-62.1688572,-12.607055
1052,355150,SERRANA,SP,"0,729","0,713","0,835","0,650",SP-SERRANA,1,SP-SERRANA,3841,355150, SP,SERRANA,SERRANA,-62.1688572,-12.607055
350,355170,SERTÃOZINHO,SP,"0,761","0,768","0,855","0,672",SP-SERTÃOZINHO,1,SP-SERTÃOZINHO,3843,355170, SP,SERTÃOZINHO,SERTÃOZINHO,-62.1688572,-12.607055
2598,355180,SETE BARRAS,SP,"0,673","0,651","0,832","0,562",SP-SETE BARRAS,1,SP-SETE BARRAS,3844,355180, SP,SETE BARRAS,SETE BARRAS,-62.1688572,-12.607055
1454,355190,SEVERÍNIA,SP,"0,715","0,709","0,807","0,638",SP-SEVERÍNIA,1,SP-SEVERÍNIA,3845,355190, SP,SEVERÍNIA,SEVERÍNIA,-62.1688572,-12.607055
2481,355200,SILVEIRAS,SP,"0,678","0,657","0,812","0,584",SP-SILVEIRAS,1,SP-SILVEIRAS,3846,355200, SP,SILVEIRAS,SILVEIRAS,-62.1688572,-12.607055
1052,355210,SOCORRO,SP,"0,729","0,737","0,828","0,634",SP-SOCORRO,1,SP-SOCORRO,3847,355210, SP,SOCORRO,SOCORRO,-62.1688572,-12.607055
47,355220,SOROCABA,SP,"0,798","0,792","0,843","0,762",SP-SOROCABA,1,SP-SOROCABA,3848,355220, SP,SOROCABA,SOROCABA,-62.1688572,-12.607055
599,355230,SUD MENNUCCI,SP,"0,747","0,743","0,809","0,694",SP-SUD MENNUCCI,1,SP-SUD MENNUCCI,3849,355230, SP,SUD MENNUCCI,SUD MENNUCCI,-62.1688572,-12.607055
335,355240,SUMARÉ,SP,"0,762","0,744","0,845","0,705",SP-SUMARÉ,1,SP-SUMARÉ,3850,355240, SP,SUMARÉ,SUMARÉ,-62.1688572,-12.607055
1934,355255,SUZANÁPOLIS,SP,"0,699","0,665","0,813","0,631",SP-SUZANÁPOLIS,1,SP-SUZANÁPOLIS,3852,355255, SP,SUZANÁPOLIS,SUZANÁPOLIS,-62.1688572,-12.607055
289,355250,SUZANO,SP,"0,765","0,708","0,873","0,723",SP-SUZANO,1,SP-SUZANO,3851,355250, SP,SUZANO,SUZANO,-62.1688572,-12.607055
897,355260,TABAPUÃ,SP,"0,735","0,726","0,820","0,666",SP-TABAPUÃ,1,SP-TABAPUÃ,3853,355260, SP,TABAPUÃ,TABAPUÃ,-62.1688572,-12.607055
1776,355270,TABATINGA,SP,"0,704","0,700","0,818","0,609",SP-TABATINGA,1,SP-TABATINGA,3854,355270, SP,TABATINGA,TABATINGA,-62.1688572,-12.607055
